date,state,district,block_id,block_name,panchayat_id,panchayat_name,rainfall_mm,n_cells,mapping_method,fallback_distance_m
2022-07-10,ANDHRA PRADESH,Anantapur,4715,KUDAIR,196224,KALAGALLA,0.5873234272003174,2,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4715,KUDAIR,196226,KORRAKODU,0.004903935361653566,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4715,KUDAIR,196227,KUDAIR,0.004903935361653566,2,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4715,KUDAIR,196228,MARUTLA,0.8609559535980225,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4715,KUDAIR,196230,P.NARAYANAPURAM,0.004903935361653566,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4716,KUNDURPI,196233,APPILEPALLI,0.4354262179972594,4,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4716,KUNDURPI,196234,BASAPURAM,0.1952497363090515,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4716,KUNDURPI,196235,BESTHARAPALLI,0.4902161657810211,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4716,KUNDURPI,196236,JAMBUGUMPALA,0.0,2,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4716,KUNDURPI,196237,KARIGANIPALLI,0.6682000160217285,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4716,KUNDURPI,196238,KUNDURPI,0.1659374814480543,2,direct_grid,
